pillar,code,indicator,component,year,nuts_code_2021,unit,value
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES611,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES611,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES612,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES612,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES613,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES613,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES614,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES614,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES615,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES615,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES616,Number,1
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES616,Number,1
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES617,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES617,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES618,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES618,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES620,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES620,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES630,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES630,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES640,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES640,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES703,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES703,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES704,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES704,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES705,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES705,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES706,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES706,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES707,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES707,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES708,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES708,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2022,ES709,Number,0
Green pillar,TOUR_ENV_07,Environmental labels and schemes,Total,2023,ES709,Number,0
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES11,Nights spent / capita,4.049
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES11,Nights spent / capita,1.7756
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES11,Nights spent / capita,3.3242
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES11,Nights spent / capita,4.6915
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES11,Nights spent / capita,4.9796
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES12,Nights spent / capita,5.662
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES12,Nights spent / capita,3.4808
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES12,Nights spent / capita,4.9581
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES12,Nights spent / capita,6.072
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES12,Nights spent / capita,6.5968
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES13,Nights spent / capita,9.5926
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES13,Nights spent / capita,5.2929
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES13,Nights spent / capita,7.0743
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES13,Nights spent / capita,9.5255
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES13,Nights spent / capita,9.8237
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES21,Nights spent / capita,3.7291
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES21,Nights spent / capita,1.5141
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES21,Nights spent / capita,2.6867
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES21,Nights spent / capita,4.047
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES21,Nights spent / capita,4.3648
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES22,Nights spent / capita,5.0171
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES22,Nights spent / capita,2.3566
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES22,Nights spent / capita,4.2104
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES22,Nights spent / capita,5.5979
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES22,Nights spent / capita,5.9667
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES23,Nights spent / capita,5.2079
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES23,Nights spent / capita,1.9954
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES23,Nights spent / capita,3.7081
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES23,Nights spent / capita,4.9519
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES23,Nights spent / capita,5.2963
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES24,Nights spent / capita,6.2638
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES24,Nights spent / capita,3.074
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES24,Nights spent / capita,4.6858
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES24,Nights spent / capita,6.3131
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES24,Nights spent / capita,6.3526
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES30,Nights spent / capita,4.3283
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES30,Nights spent / capita,1.3454
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES30,Nights spent / capita,2.2896
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES30,Nights spent / capita,3.9152
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES30,Nights spent / capita,4.3765
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES41,Nights spent / capita,4.8816
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES41,Nights spent / capita,2.0071
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES41,Nights spent / capita,3.4121
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES41,Nights spent / capita,4.9726
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES41,Nights spent / capita,5.3937
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES42,Nights spent / capita,2.6441
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES42,Nights spent / capita,1.1868
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES42,Nights spent / capita,1.9555
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES42,Nights spent / capita,2.7214
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES42,Nights spent / capita,2.8034
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES43,Nights spent / capita,3.3668
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES43,Nights spent / capita,1.5163
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES43,Nights spent / capita,2.4732
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES43,Nights spent / capita,3.4134
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES43,Nights spent / capita,3.5699
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES51,Nights spent / capita,11.0575
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES51,Nights spent / capita,3.1569
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES51,Nights spent / capita,5.825
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES51,Nights spent / capita,10.2505
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES51,Nights spent / capita,10.7788
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES52,Nights spent / capita,10.0084
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES52,Nights spent / capita,3.6302
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES52,Nights spent / capita,6.2248
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES52,Nights spent / capita,9.5931
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES52,Nights spent / capita,10.0009
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES53,Nights spent / capita,57.0051
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES53,Nights spent / capita,6.3274
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES53,Nights spent / capita,25.2529
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES53,Nights spent / capita,53.7196
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES53,Nights spent / capita,56.5504
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES61,Nights spent / capita,8.5232
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES61,Nights spent / capita,2.8341
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES61,Nights spent / capita,4.9708
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES61,Nights spent / capita,7.9102
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES61,Nights spent / capita,8.5625
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES62,Nights spent / capita,3.6159
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES62,Nights spent / capita,1.4952
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES62,Nights spent / capita,2.4361
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES62,Nights spent / capita,3.3781
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES62,Nights spent / capita,3.5213
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES63,Nights spent / capita,1.988
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES63,Nights spent / capita,0.8457
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES63,Nights spent / capita,1.1727
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES63,Nights spent / capita,1.6571
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES63,Nights spent / capita,1.7296
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES64,Nights spent / capita,1.7298
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES64,Nights spent / capita,0.6991
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES64,Nights spent / capita,1.1209
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES64,Nights spent / capita,1.4269
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES64,Nights spent / capita,1.5452
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES70,Nights spent / capita,43.2562
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES70,Nights spent / capita,13.0047
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES70,Nights spent / capita,18.6817
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES70,Nights spent / capita,39.9829
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES70,Nights spent / capita,42.9546
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES111,Nights spent / capita,3.6133
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES111,Nights spent / capita,1.5904
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES111,Nights spent / capita,3.2187
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES111,Nights spent / capita,4.8706
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES111,Nights spent / capita,5.1886
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES112,Nights spent / capita,4.386
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES112,Nights spent / capita,1.7484
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES112,Nights spent / capita,3.8331
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES112,Nights spent / capita,5.2386
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES112,Nights spent / capita,5.5914
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES113,Nights spent / capita,2.2807
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES113,Nights spent / capita,1.2403
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES113,Nights spent / capita,1.9929
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES113,Nights spent / capita,2.5901
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES113,Nights spent / capita,2.9118
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES114,Nights spent / capita,5.0271
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES114,Nights spent / capita,2.1789
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES114,Nights spent / capita,3.704
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES114,Nights spent / capita,4.968
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES114,Nights spent / capita,5.1872
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES120,Nights spent / capita,5.662
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES120,Nights spent / capita,3.4808
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES120,Nights spent / capita,4.9581
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES120,Nights spent / capita,6.072
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES120,Nights spent / capita,6.5968
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES130,Nights spent / capita,9.5926
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES130,Nights spent / capita,5.2929
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES130,Nights spent / capita,7.0739
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES130,Nights spent / capita,9.5255
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES130,Nights spent / capita,9.8237
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES211,Nights spent / capita,3.1489
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES211,Nights spent / capita,1.5463
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES211,Nights spent / capita,2.5986
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES211,Nights spent / capita,3.4837
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES211,Nights spent / capita,4.0765
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES212,Nights spent / capita,5.7274
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES212,Nights spent / capita,2.0433
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES212,Nights spent / capita,3.7617
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES212,Nights spent / capita,5.6872
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES212,Nights spent / capita,5.8671
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES213,Nights spent / capita,2.6435
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES213,Nights spent / capita,1.1727
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES213,Nights spent / capita,2.0363
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES213,Nights spent / capita,3.1782
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES213,Nights spent / capita,3.5022
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES220,Nights spent / capita,5.0171
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES220,Nights spent / capita,2.3566
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES220,Nights spent / capita,4.2104
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES220,Nights spent / capita,5.5979
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES220,Nights spent / capita,5.9667
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES230,Nights spent / capita,5.2079
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES230,Nights spent / capita,1.9954
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES230,Nights spent / capita,3.7081
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES230,Nights spent / capita,4.9519
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES230,Nights spent / capita,5.2963
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES241,Nights spent / capita,16.8895
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES241,Nights spent / capita,9.8033
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES241,Nights spent / capita,13.6898
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES241,Nights spent / capita,17.9423
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES241,Nights spent / capita,17.3483
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES242,Nights spent / capita,12.6023
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES242,Nights spent / capita,4.982
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES242,Nights spent / capita,8.0499
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES242,Nights spent / capita,10.115
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES242,Nights spent / capita,10.2492
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES243,Nights spent / capita,2.9912
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES243,Nights spent / capita,1.2905
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES243,Nights spent / capita,2.1588
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES243,Nights spent / capita,3.0925
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES243,Nights spent / capita,3.2681
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES300,Nights spent / capita,4.3283
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES300,Nights spent / capita,1.3454
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES300,Nights spent / capita,2.2896
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES300,Nights spent / capita,3.9152
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES300,Nights spent / capita,4.3765
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES411,Nights spent / capita,6.1406
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES411,Nights spent / capita,3.4729
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES411,Nights spent / capita,5.0764
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES411,Nights spent / capita,7.0269
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES411,Nights spent / capita,7.4797
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES412,Nights spent / capita,5.0091
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES412,Nights spent / capita,1.8414
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES412,Nights spent / capita,3.3866
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES412,Nights spent / capita,5.4499
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES412,Nights spent / capita,6.027
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES413,Nights spent / capita,4.634
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES413,Nights spent / capita,1.5775
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES413,Nights spent / capita,2.9698
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES413,Nights spent / capita,4.0174
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES413,Nights spent / capita,4.4988
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES414,Nights spent / capita,3.7503
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES414,Nights spent / capita,1.7005
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES414,Nights spent / capita,2.5693
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES414,Nights spent / capita,3.5764
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES414,Nights spent / capita,4.0482
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES415,Nights spent / capita,6.1063
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES415,Nights spent / capita,2.4088
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES415,Nights spent / capita,4.3132
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES415,Nights spent / capita,6.5565
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES415,Nights spent / capita,7.2486
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES416,Nights spent / capita,7.7131
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES416,Nights spent / capita,3.2056
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES416,Nights spent / capita,5.2599
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES416,Nights spent / capita,8.5222
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES416,Nights spent / capita,8.9977
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES417,Nights spent / capita,7.9379
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES417,Nights spent / capita,4.9282
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES417,Nights spent / capita,7.7075
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES417,Nights spent / capita,9.815
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES417,Nights spent / capita,10.3151
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES418,Nights spent / capita,2.6457
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES418,Nights spent / capita,1.1342
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES418,Nights spent / capita,1.9095
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES418,Nights spent / capita,2.8355
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2023,ES418,Nights spent / capita,3.002
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2019,ES419,Nights spent / capita,5.4434
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2020,ES419,Nights spent / capita,1.6908
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2021,ES419,Nights spent / capita,2.7864
Socio-economic pillar,TOUR_SOE_01,Tourism intensity,Tourism intensity,2022,ES419,Nights spent / capita,3.5672
