tourist_id,age,grupo_edad,interests,preferred_tour_duration,accessibility,site_name,sites_visited,tour_duration,route_id,tourist_rating,system_response_time,recommendation_accuracy,vr_experience_quality,satisfaction,grupo
4581,23,Menores de 25,['History'],8,TRUE,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",6,4581000,3.7,3.41,87,4.9,4,Accesibilidad
4582,54,45-59,['Nature'],4,FALSE,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",7,4582000,4.4,4.25,91,4.4,4,Sin Accesibilidad
4583,20,Menores de 25,"['Nature', 'History', 'Cultural']",6,TRUE,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",6,4583000,4.3,1.95,86,4.7,4,Accesibilidad
4584,70,60+,"['Cultural', 'Art']",7,FALSE,Taj Mahal,['Colosseum'],2,4584000,4.4,2.56,94,4.3,4,Sin Accesibilidad
4585,59,45-59,"['Cultural', 'Nature', 'Architecture']",6,FALSE,Taj Mahal,['Taj Mahal'],1,4585000,4.2,3.74,91,4.2,4,Sin Accesibilidad
4586,30,25-34,"['Art', 'History', 'Cultural']",7,FALSE,Colosseum,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,4586000,4.5,4.41,90,4.3,5,Sin Accesibilidad
4587,32,25-34,"['Art', 'History']",8,FALSE,Colosseum,['Machu Picchu'],1,4587000,4,4.9,99,4.7,4,Sin Accesibilidad
4588,33,25-34,"['Architecture', 'Cultural']",5,TRUE,Great Wall of China,"['Eiffel Tower', 'Colosseum']",4,4588000,1.2,4.1,94,4.7,3,Accesibilidad
4589,34,25-34,"['Nature', 'Art', 'Architecture']",6,FALSE,Machu Picchu,['Great Wall of China'],1,4589000,4.3,3.72,92,4.7,4,Sin Accesibilidad
4590,32,25-34,['Art'],8,TRUE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",7,4590000,2.5,2.64,96,4.2,3,Accesibilidad
4591,42,35-44,['Nature'],8,FALSE,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",6,4591000,2,4.06,94,4.3,3,Sin Accesibilidad
4592,61,60+,['History'],8,TRUE,Great Wall of China,['Great Wall of China'],2,4592000,3.8,1.98,95,4.8,4,Accesibilidad
4593,46,45-59,"['Nature', 'Architecture', 'History']",6,FALSE,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",7,4593000,4.1,3.94,88,4.5,4,Sin Accesibilidad
4594,19,Menores de 25,['Architecture'],6,TRUE,Taj Mahal,['Colosseum'],2,4594000,3.3,3.91,99,4.7,3,Accesibilidad
4595,30,25-34,['Architecture'],7,FALSE,Taj Mahal,['Taj Mahal'],3,4595000,4.5,3.01,87,4.3,5,Sin Accesibilidad
4596,45,45-59,['Cultural'],5,TRUE,Eiffel Tower,"['Great Wall of China', 'Colosseum']",4,4596000,1.7,1.8,95,4.9,3,Accesibilidad
4597,31,25-34,"['Art', 'Architecture']",6,TRUE,Eiffel Tower,['Colosseum'],1,4597000,3.5,2.16,92,4.4,4,Accesibilidad
4598,57,45-59,"['Art', 'Cultural']",6,FALSE,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",5,4598000,4.4,2.79,97,4.5,4,Sin Accesibilidad
4599,36,35-44,"['History', 'Nature', 'Art']",8,FALSE,Machu Picchu,['Machu Picchu'],3,4599000,2.9,2.01,85,4.9,3,Sin Accesibilidad
4600,70,60+,"['Nature', 'History']",3,TRUE,Eiffel Tower,"['Colosseum', 'Great Wall of China']",5,4600000,3,2.48,90,4.1,3,Accesibilidad
4601,48,45-59,"['Cultural', 'Architecture']",6,TRUE,Taj Mahal,['Eiffel Tower'],3,4601000,2.4,1.84,85,4.5,3,Accesibilidad
4602,58,45-59,"['Architecture', 'Cultural']",4,FALSE,Machu Picchu,"['Colosseum', 'Eiffel Tower']",6,4602000,1.2,4.97,97,4.5,3,Sin Accesibilidad
4603,31,25-34,"['Art', 'Nature']",6,TRUE,Eiffel Tower,['Machu Picchu'],3,4603000,4.4,2.2,92,4.7,4,Accesibilidad
4604,49,45-59,"['Art', 'Architecture']",3,TRUE,Taj Mahal,['Great Wall of China'],1,4604000,3.5,4.32,88,4.5,4,Accesibilidad
4605,20,Menores de 25,"['Nature', 'Art', 'Cultural']",6,FALSE,Eiffel Tower,"['Colosseum', 'Great Wall of China']",3,4605000,4.2,3.93,97,4.6,4,Sin Accesibilidad
4606,31,25-34,['History'],3,FALSE,Colosseum,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",4,4606000,2.6,4.39,88,4.8,3,Sin Accesibilidad
4607,28,25-34,['Nature'],8,TRUE,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Taj Mahal']",8,4607000,2,4.99,85,4.2,3,Accesibilidad
4608,41,35-44,"['Cultural', 'Art', 'Architecture']",7,TRUE,Machu Picchu,"['Eiffel Tower', 'Colosseum']",3,4608000,3.3,2.19,95,4.1,3,Accesibilidad
4609,27,25-34,"['Architecture', 'Cultural', 'Art']",7,TRUE,Colosseum,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",5,4609000,1.9,3.55,86,4.3,3,Accesibilidad
4610,45,45-59,"['History', 'Cultural']",5,TRUE,Taj Mahal,['Eiffel Tower'],2,4610000,2.6,2.31,95,4.2,3,Accesibilidad
4611,65,60+,['History'],5,FALSE,Eiffel Tower,['Eiffel Tower'],3,4611000,2.9,3.8,96,4.1,3,Sin Accesibilidad
4612,47,45-59,"['Art', 'History', 'Nature']",4,TRUE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",7,4612000,1.1,3.12,100,4,3,Accesibilidad
4613,45,45-59,['History'],5,FALSE,Taj Mahal,['Taj Mahal'],3,4613000,4.1,4.86,93,4.9,4,Sin Accesibilidad
4614,53,45-59,"['Cultural', 'History']",6,TRUE,Colosseum,['Colosseum'],1,4614000,2.8,1.56,100,4.9,3,Accesibilidad
4615,60,60+,"['Architecture', 'Cultural', 'History']",8,FALSE,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",5,4615000,2.9,2.61,90,4.7,3,Sin Accesibilidad
4616,29,25-34,"['Architecture', 'History']",8,FALSE,Machu Picchu,['Eiffel Tower'],3,4616000,1.3,3.64,92,4.9,3,Sin Accesibilidad
4617,39,35-44,"['Art', 'History']",4,FALSE,Machu Picchu,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",8,4617000,4,2.51,97,4.9,4,Sin Accesibilidad
4618,69,60+,"['Nature', 'Cultural', 'History']",7,TRUE,Great Wall of China,['Taj Mahal'],3,4618000,2.6,2.71,92,4.2,3,Accesibilidad
4619,50,45-59,['Art'],7,FALSE,Machu Picchu,['Machu Picchu'],3,4619000,3.3,3.56,98,4.8,3,Sin Accesibilidad
4620,59,45-59,['History'],4,TRUE,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",6,4620000,1.1,2.22,86,4.4,3,Accesibilidad
4621,44,35-44,"['Architecture', 'History']",8,FALSE,Taj Mahal,['Taj Mahal'],1,4621000,3.2,3.53,96,4.9,3,Sin Accesibilidad
4622,37,35-44,['Nature'],4,FALSE,Machu Picchu,['Colosseum'],1,4622000,2.9,4.35,97,4.3,3,Sin Accesibilidad
4623,36,35-44,['Cultural'],6,TRUE,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",6,4623000,2.8,1.53,98,4.1,3,Accesibilidad
4624,45,45-59,['Cultural'],6,FALSE,Machu Picchu,"['Colosseum', 'Great Wall of China']",5,4624000,4.6,2.56,95,4.7,5,Sin Accesibilidad
4625,56,45-59,['Art'],4,FALSE,Machu Picchu,['Colosseum'],3,4625000,4.6,4.38,86,4.1,5,Sin Accesibilidad
4626,52,45-59,['Nature'],7,FALSE,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",6,4626000,4.8,4.39,88,4.5,5,Sin Accesibilidad
4627,45,45-59,"['History', 'Cultural']",5,FALSE,Taj Mahal,"['Colosseum', 'Great Wall of China']",5,4627000,2,4.87,86,4.5,3,Sin Accesibilidad
4628,26,25-34,"['Nature', 'Art']",7,FALSE,Taj Mahal,"['Machu Picchu', 'Colosseum']",4,4628000,2.3,4.37,92,4.7,3,Sin Accesibilidad
4629,35,35-44,"['Cultural', 'History', 'Art']",5,FALSE,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",5,4629000,2.4,2.4,90,4.3,3,Sin Accesibilidad
4630,63,60+,['Art'],4,TRUE,Great Wall of China,['Great Wall of China'],2,4630000,2.7,1.81,92,4.7,3,Accesibilidad
4631,62,60+,['Cultural'],5,FALSE,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",5,4631000,2.3,3.38,88,4.4,3,Sin Accesibilidad
4632,22,Menores de 25,"['Architecture', 'Art']",4,FALSE,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",6,4632000,4.2,4.51,90,4.9,4,Sin Accesibilidad
4633,35,35-44,['Art'],8,FALSE,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",3,4633000,2.8,2.63,89,4.5,3,Sin Accesibilidad
4634,54,45-59,['History'],3,FALSE,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",4,4634000,3.5,3.48,91,4.5,4,Sin Accesibilidad
4635,54,45-59,"['Art', 'Nature', 'Architecture']",8,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",3,4635000,3.2,2.1,100,4.9,3,Accesibilidad
4636,48,45-59,['Art'],3,FALSE,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",7,4636000,2.7,4.56,100,4.5,3,Sin Accesibilidad
4637,63,60+,['History'],6,FALSE,Eiffel Tower,"['Taj Mahal', 'Machu Picchu']",4,4637000,1.9,1.75,93,5,3,Sin Accesibilidad
4638,55,45-59,"['Nature', 'Art']",3,FALSE,Eiffel Tower,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",5,4638000,1,2.13,93,4.6,3,Sin Accesibilidad
4639,21,Menores de 25,['History'],6,FALSE,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",2,4639000,5,2.97,91,4.1,5,Sin Accesibilidad
4640,52,45-59,"['Art', 'Cultural']",8,FALSE,Great Wall of China,['Great Wall of China'],1,4640000,4,4.7,94,4.6,4,Sin Accesibilidad
4641,49,45-59,"['Architecture', 'Art']",3,FALSE,Colosseum,"['Great Wall of China', 'Eiffel Tower']",2,4641000,1.7,2.98,85,4.8,3,Sin Accesibilidad
4642,51,45-59,['History'],8,TRUE,Great Wall of China,['Eiffel Tower'],2,4642000,2.4,3.73,90,4.2,3,Accesibilidad
4643,53,45-59,['Architecture'],4,TRUE,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",3,4643000,2.9,2.31,89,4.8,3,Accesibilidad
4644,20,Menores de 25,['Architecture'],7,FALSE,Colosseum,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",8,4644000,2.5,3.68,99,4.8,3,Sin Accesibilidad
4645,67,60+,"['Cultural', 'Art', 'History']",4,TRUE,Taj Mahal,['Great Wall of China'],1,4645000,1.5,1.75,91,4.7,3,Accesibilidad
4646,31,25-34,"['Architecture', 'Cultural']",5,FALSE,Colosseum,['Colosseum'],3,4646000,1.9,4.27,99,4.9,3,Sin Accesibilidad
4647,57,45-59,['Nature'],3,FALSE,Colosseum,"['Great Wall of China', 'Colosseum']",4,4647000,1.8,1.79,89,4.2,3,Sin Accesibilidad
4648,48,45-59,"['Art', 'Architecture']",5,FALSE,Colosseum,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",6,4648000,4.6,3.35,87,4.3,5,Sin Accesibilidad
4649,38,35-44,"['Architecture', 'History', 'Nature']",8,TRUE,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",7,4649000,1,2.6,95,4.7,3,Accesibilidad
4650,34,25-34,['History'],8,TRUE,Colosseum,['Colosseum'],1,4650000,1.5,4.91,95,4.8,3,Accesibilidad
4651,42,35-44,"['Cultural', 'History', 'Art']",5,TRUE,Great Wall of China,['Taj Mahal'],1,4651000,2.1,4.44,97,4.3,3,Accesibilidad
4652,27,25-34,"['Architecture', 'Art', 'History']",6,TRUE,Colosseum,"['Machu Picchu', 'Taj Mahal']",2,4652000,1.6,2.49,96,4.8,3,Accesibilidad
4653,57,45-59,['Architecture'],7,FALSE,Taj Mahal,['Colosseum'],1,4653000,4.2,2.73,99,4.4,4,Sin Accesibilidad
4654,37,35-44,"['Art', 'Architecture']",7,FALSE,Great Wall of China,"['Colosseum', 'Taj Mahal']",5,4654000,3.2,3.75,85,4.4,3,Sin Accesibilidad
4655,28,25-34,"['Cultural', 'Art']",3,FALSE,Taj Mahal,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",8,4655000,4.7,3.52,94,4.5,5,Sin Accesibilidad
4656,37,35-44,"['Art', 'Architecture']",8,TRUE,Taj Mahal,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",6,4656000,4.3,3.46,87,4.3,4,Accesibilidad
4657,39,35-44,"['History', 'Cultural']",8,FALSE,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",4,4657000,1.1,4.35,85,4.7,3,Sin Accesibilidad
4658,35,35-44,['Architecture'],6,TRUE,Colosseum,['Great Wall of China'],3,4658000,3.1,1.54,86,4.7,3,Accesibilidad
4659,18,Menores de 25,['Art'],7,FALSE,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",5,4659000,3.5,1.58,85,4.1,4,Sin Accesibilidad
4660,26,25-34,['Architecture'],4,TRUE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",8,4660000,1.1,1.59,100,4.3,3,Accesibilidad
4661,30,25-34,['History'],3,FALSE,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower']",5,4661000,3.6,2.36,88,4.7,4,Sin Accesibilidad
4662,30,25-34,"['History', 'Cultural']",6,TRUE,Colosseum,['Eiffel Tower'],2,4662000,2.5,2.58,87,4.3,3,Accesibilidad
4663,41,35-44,"['Nature', 'Art']",3,TRUE,Colosseum,"['Eiffel Tower', 'Colosseum']",3,4663000,3.8,3.12,86,4.8,4,Accesibilidad
4664,28,25-34,['Cultural'],5,FALSE,Taj Mahal,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",6,4664000,4.3,4.77,85,5,4,Sin Accesibilidad
4665,23,Menores de 25,"['Nature', 'Cultural']",8,FALSE,Taj Mahal,['Taj Mahal'],3,4665000,1.6,2.62,97,4.8,3,Sin Accesibilidad
4666,42,35-44,"['History', 'Art']",8,FALSE,Eiffel Tower,['Eiffel Tower'],3,4666000,1.8,1.71,87,4,3,Sin Accesibilidad
4667,64,60+,"['Architecture', 'Nature']",3,TRUE,Taj Mahal,"['Machu Picchu', 'Colosseum']",4,4667000,4.3,4.65,94,4.5,4,Accesibilidad
4668,40,35-44,"['Architecture', 'History']",8,FALSE,Great Wall of China,"['Eiffel Tower', 'Taj Mahal']",6,4668000,1.3,1.59,92,4.3,3,Sin Accesibilidad
4669,49,45-59,"['Nature', 'Architecture']",6,FALSE,Colosseum,"['Colosseum', 'Machu Picchu']",4,4669000,4.4,3.64,98,4.2,4,Sin Accesibilidad
4670,49,45-59,"['History', 'Cultural', 'Nature']",6,TRUE,Colosseum,"['Taj Mahal', 'Eiffel Tower']",4,4670000,2.6,4.04,92,4.4,3,Accesibilidad
4671,53,45-59,"['Architecture', 'History', 'Cultural']",4,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal']",4,4671000,2,3.09,88,4.6,3,Sin Accesibilidad
4672,24,Menores de 25,"['Art', 'Nature', 'History']",4,FALSE,Great Wall of China,['Colosseum'],2,4672000,1.2,3.71,99,4.5,3,Sin Accesibilidad
4673,23,Menores de 25,['Art'],6,TRUE,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,4673000,4.8,4.07,94,4.5,5,Accesibilidad
4674,39,35-44,"['Nature', 'History', 'Cultural']",6,FALSE,Great Wall of China,"['Eiffel Tower', 'Colosseum']",5,4674000,1.8,2.9,98,4.3,3,Sin Accesibilidad
4675,21,Menores de 25,"['History', 'Cultural', 'Art']",6,TRUE,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",2,4675000,3.1,2.07,85,4.1,3,Accesibilidad
4676,36,35-44,"['Cultural', 'History']",8,FALSE,Taj Mahal,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",8,4676000,4.7,4.29,89,4.7,5,Sin Accesibilidad
4677,66,60+,"['Art', 'Cultural']",5,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",6,4677000,1.2,4.5,97,4.4,3,Sin Accesibilidad
4678,33,25-34,"['Art', 'Nature']",8,FALSE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",3,4678000,1.2,2.5,96,4.4,3,Sin Accesibilidad
4679,19,Menores de 25,"['Cultural', 'Nature']",7,FALSE,Colosseum,['Machu Picchu'],2,4679000,2.9,2.35,85,4.6,3,Sin Accesibilidad
4680,41,35-44,"['Nature', 'Cultural', 'History']",8,FALSE,Colosseum,['Taj Mahal'],2,4680000,3.3,3.91,91,4.6,3,Sin Accesibilidad
4681,21,Menores de 25,['History'],8,FALSE,Colosseum,"['Taj Mahal', 'Machu Picchu']",3,4681000,1.9,1.88,93,4.7,3,Sin Accesibilidad
4682,22,Menores de 25,"['Nature', 'History', 'Art']",5,FALSE,Taj Mahal,['Eiffel Tower'],1,4682000,2.7,3,89,4.8,3,Sin Accesibilidad
4683,62,60+,"['Art', 'Nature', 'Cultural']",6,FALSE,Machu Picchu,"['Colosseum', 'Machu Picchu']",2,4683000,1,3.99,97,4.4,3,Sin Accesibilidad
4684,37,35-44,"['History', 'Cultural']",7,FALSE,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",6,4684000,4.1,4.13,99,4.7,4,Sin Accesibilidad
4685,59,45-59,['Art'],6,FALSE,Machu Picchu,['Machu Picchu'],1,4685000,2.7,4.42,97,4.7,3,Sin Accesibilidad
4686,41,35-44,"['Art', 'Cultural', 'History']",7,TRUE,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",5,4686000,1.3,2.51,100,4.8,3,Accesibilidad
4687,23,Menores de 25,['History'],7,TRUE,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",6,4687000,2.3,2.33,87,4.7,3,Accesibilidad
4688,44,35-44,"['Art', 'History']",3,TRUE,Taj Mahal,['Taj Mahal'],3,4688000,3.2,3.88,85,4.7,3,Accesibilidad
4689,50,45-59,"['Architecture', 'Cultural']",3,TRUE,Eiffel Tower,"['Machu Picchu', 'Colosseum']",2,4689000,1.7,2.97,88,5,3,Accesibilidad
4690,47,45-59,"['Nature', 'Architecture']",5,TRUE,Taj Mahal,"['Taj Mahal', 'Colosseum']",2,4690000,2.4,2.83,97,4.6,3,Accesibilidad
4691,54,45-59,['Architecture'],8,FALSE,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Colosseum']",5,4691000,1.6,2.28,94,4.4,3,Sin Accesibilidad
4692,37,35-44,"['Nature', 'Architecture', 'Cultural']",5,FALSE,Colosseum,['Eiffel Tower'],3,4692000,1.7,4.41,88,4.8,3,Sin Accesibilidad
4693,38,35-44,"['Art', 'Nature', 'History']",5,FALSE,Great Wall of China,"['Colosseum', 'Eiffel Tower']",2,4693000,4.9,4.41,96,4.9,5,Sin Accesibilidad
4694,56,45-59,"['Art', 'History', 'Cultural']",7,TRUE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",2,4694000,2.1,2.88,96,4.7,3,Accesibilidad
4695,38,35-44,"['Nature', 'History', 'Cultural']",4,TRUE,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",5,4695000,3.3,2.32,89,4.4,3,Accesibilidad
4696,25,25-34,['Nature'],6,FALSE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",5,4696000,4,4.74,94,4.2,4,Sin Accesibilidad
4697,24,Menores de 25,['Architecture'],3,TRUE,Great Wall of China,['Taj Mahal'],1,4697000,3.8,2.9,100,4.8,4,Accesibilidad
4698,65,60+,"['Cultural', 'History', 'Nature']",8,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",4,4698000,2,3.27,85,4.9,3,Sin Accesibilidad
4699,45,45-59,"['Architecture', 'History']",7,FALSE,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",6,4699000,3.2,4.59,95,4.6,3,Sin Accesibilidad
4700,47,45-59,"['Art', 'Architecture', 'Cultural']",8,TRUE,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",4,4700000,4.9,3.39,97,4.7,5,Accesibilidad
4701,24,Menores de 25,['Cultural'],3,TRUE,Taj Mahal,['Taj Mahal'],1,4701000,3.9,3.86,90,5,4,Accesibilidad
4702,20,Menores de 25,['Nature'],6,FALSE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",3,4702000,2.4,3.51,97,4.7,3,Sin Accesibilidad
4703,70,60+,"['Nature', 'Architecture']",6,FALSE,Colosseum,['Machu Picchu'],1,4703000,2.5,2.21,92,4.9,3,Sin Accesibilidad
4704,69,60+,['Architecture'],6,FALSE,Machu Picchu,['Taj Mahal'],2,4704000,5,3.58,88,4,5,Sin Accesibilidad
4705,69,60+,"['Art', 'Architecture', 'Nature']",3,FALSE,Eiffel Tower,"['Colosseum', 'Machu Picchu']",3,4705000,4.7,3.93,89,4.3,5,Sin Accesibilidad
4706,41,35-44,"['Cultural', 'History']",6,FALSE,Colosseum,['Great Wall of China'],2,4706000,3.2,2.08,97,4.7,3,Sin Accesibilidad
4707,36,35-44,"['History', 'Architecture']",6,TRUE,Colosseum,['Great Wall of China'],2,4707000,4,2.28,98,4.4,4,Accesibilidad
4708,22,Menores de 25,"['Cultural', 'Art']",6,FALSE,Great Wall of China,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",5,4708000,2.2,2.57,91,4.8,3,Sin Accesibilidad
4709,28,25-34,"['Nature', 'Art']",7,TRUE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",2,4709000,4.3,2.25,100,4.6,4,Accesibilidad
4710,19,Menores de 25,"['Art', 'Nature', 'Cultural']",6,FALSE,Machu Picchu,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",4,4710000,3.3,3.11,92,4,3,Sin Accesibilidad
4711,35,35-44,['Architecture'],6,FALSE,Taj Mahal,['Taj Mahal'],3,4711000,2.4,2.01,93,4.8,3,Sin Accesibilidad
4712,34,25-34,"['Nature', 'History', 'Cultural']",4,FALSE,Taj Mahal,['Great Wall of China'],1,4712000,1.4,4.1,89,5,3,Sin Accesibilidad
4713,32,25-34,['History'],5,FALSE,Eiffel Tower,['Great Wall of China'],1,4713000,4.4,1.64,94,4.4,4,Sin Accesibilidad
4714,54,45-59,"['Architecture', 'History', 'Cultural']",5,FALSE,Colosseum,"['Machu Picchu', 'Great Wall of China']",4,4714000,4.7,2.36,97,5,5,Sin Accesibilidad
4715,69,60+,"['History', 'Cultural']",3,TRUE,Colosseum,['Colosseum'],3,4715000,1.4,3.67,94,4.7,3,Accesibilidad
4716,22,Menores de 25,"['Nature', 'Architecture']",7,FALSE,Colosseum,['Taj Mahal'],2,4716000,4.6,3.26,93,4.7,5,Sin Accesibilidad
4717,60,60+,"['Cultural', 'Architecture', 'History']",4,TRUE,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",3,4717000,2.6,4.16,85,4.4,3,Accesibilidad
4718,68,60+,"['History', 'Nature']",8,TRUE,Colosseum,"['Taj Mahal', 'Machu Picchu']",4,4718000,1.2,2.34,85,4.3,3,Accesibilidad
4719,60,60+,"['Art', 'Nature', 'Architecture']",7,TRUE,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",7,4719000,3.2,2.73,92,4.3,3,Accesibilidad
4720,60,60+,"['Art', 'Nature', 'Architecture']",8,TRUE,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",4,4720000,3.7,4.53,89,4.1,4,Accesibilidad
4721,68,60+,['Nature'],4,FALSE,Eiffel Tower,['Machu Picchu'],1,4721000,4.6,4.62,86,4.7,5,Sin Accesibilidad
4722,35,35-44,"['History', 'Art', 'Nature']",8,TRUE,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,4722000,3.3,3.29,98,4.4,3,Accesibilidad
4723,29,25-34,['Art'],5,TRUE,Colosseum,"['Great Wall of China', 'Eiffel Tower']",2,4723000,3.8,1.97,89,4.8,4,Accesibilidad
4724,42,35-44,"['Nature', 'Cultural']",5,FALSE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",4,4724000,4,3.02,85,4.8,4,Sin Accesibilidad
4725,19,Menores de 25,"['Art', 'Nature']",5,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",6,4725000,1.9,1.57,96,5,3,Sin Accesibilidad
4726,50,45-59,"['History', 'Nature', 'Architecture']",3,TRUE,Eiffel Tower,['Eiffel Tower'],2,4726000,2,4.97,86,4.6,3,Accesibilidad
4727,35,35-44,['Architecture'],4,FALSE,Taj Mahal,"['Colosseum', 'Eiffel Tower']",6,4727000,2.9,3.4,96,4,3,Sin Accesibilidad
4728,47,45-59,"['Nature', 'Architecture']",5,FALSE,Great Wall of China,['Great Wall of China'],3,4728000,4.2,4.7,86,4.5,4,Sin Accesibilidad
4729,59,45-59,"['Architecture', 'Nature']",4,FALSE,Great Wall of China,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",4,4729000,2.8,2.44,100,4.1,3,Sin Accesibilidad
4730,61,60+,"['Art', 'Nature']",5,TRUE,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",8,4730000,1.3,3.85,92,4.2,3,Accesibilidad
4731,37,35-44,"['History', 'Cultural', 'Art']",3,TRUE,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",5,4731000,1.5,2.68,96,4.7,3,Accesibilidad
4732,25,25-34,"['History', 'Cultural', 'Nature']",4,TRUE,Great Wall of China,"['Colosseum', 'Eiffel Tower']",2,4732000,2.6,2.35,94,5,3,Accesibilidad
4733,18,Menores de 25,"['History', 'Architecture', 'Art']",4,TRUE,Taj Mahal,['Taj Mahal'],1,4733000,4,2.24,86,4.4,4,Accesibilidad
4734,19,Menores de 25,"['History', 'Art']",7,TRUE,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",6,4734000,3,4.78,92,4.2,3,Accesibilidad
4735,56,45-59,"['History', 'Cultural']",5,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal']",2,4735000,2,4.32,95,4.3,3,Accesibilidad
4736,62,60+,"['Nature', 'History', 'Cultural']",4,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",4,4736000,4.1,1.8,97,5,4,Sin Accesibilidad
4737,44,35-44,['Art'],7,TRUE,Eiffel Tower,"['Colosseum', 'Machu Picchu']",5,4737000,2.8,2.52,87,4.6,3,Accesibilidad
4738,49,45-59,"['Architecture', 'History']",3,TRUE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",5,4738000,2.7,4.79,92,4.9,3,Accesibilidad
4739,56,45-59,['Nature'],4,FALSE,Machu Picchu,['Machu Picchu'],1,4739000,1.5,1.85,92,4.7,3,Sin Accesibilidad
4740,33,25-34,"['Cultural', 'Art']",3,TRUE,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",6,4740000,1.8,3.62,98,4,3,Accesibilidad
